"","date","item","count","sales_cat","semester","menu_condition","station","item_cat","station_type","meal_period"
"2364","23-Jan","Soup 12 oz",36,"Soup","Spring 2025","Control","Soup","Main","Satellite","Lunch"
"2365","23-Jan","8 oz Soup",31,"Soup","Spring 2025","Control","Soup","Main","Satellite","Lunch"
"2366","23-Jan","Egg Cheese Bacon Breakfast Sandwich",24,"Grab N Go","Spring 2025","Control","Grab N Go","Main","Satellite","Lunch"
"2367","23-Jan","Egg Cheese Sausage Breakfast Sandwich",22,"Grab N Go","Spring 2025","Control","Grab N Go","Main","Satellite","Lunch"
"2368","24-Jan","Quesadilla Deluxe Trillium",129,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2369","24-Jan","Fried Chicken Tenders",79,"Grab N Go","Spring 2025","Control","Grab N Go","Side","Satellite","Lunch"
"2370","24-Jan","Grilled Hamburger",63,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2371","24-Jan","Burrito Una Mano Trillium BYO",53,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2372","24-Jan","French Fries",102,"Grill","Spring 2025","Control","Grill","Side","Treatment","Lunch"
"2373","24-Jan","Grilled Chicken Breast Sandwich",13,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2374","24-Jan","Trillium Grill Impossible Burger",7,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2375","24-Jan","Quesadilla Cheese",9,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2376","24-Jan","Sweet Potato Fries",23,"Grill","Spring 2025","Control","Grill","Side","Treatment","Lunch"
"2377","24-Jan","+ Beef Patty",15,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2378","24-Jan","Seared Salmon Burger",5,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2379","24-Jan","Side Potato Tots",7,"Grab N Go","Spring 2025","Control","Grab N Go","Side","Satellite","Lunch"
"2380","24-Jan","ADD Chicken Breast",5,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2381","24-Jan","Black Bean Burger",1,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2382","24-Jan","ADD Cheese",7,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2383","24-Jan","Add Sausage 2 Patty",1,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2384","24-Jan","Add Egg .99",2,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2385","24-Jan","1 Entree + 1 Side",122,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2386","24-Jan","1 Entree + 2 Side",65,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2387","24-Jan","Bowl Ramen Chicken",67,"Asian","Spring 2025","Control","Ramen","Main","Treatment","Lunch"
"2388","24-Jan","2 Entrees + 2 Sides",14,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2389","24-Jan","Bowl Ramen Tofu",11,"Asian","Spring 2025","Control","Ramen","Main","Treatment","Lunch"
"2390","24-Jan","Side Vegetarian Lo Mein",9,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2391","24-Jan","1 Wok Entree",4,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2392","24-Jan","Side White or Brown Rice",7,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2393","24-Jan","Side Vegetables",3,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2394","24-Jan","Side Fried Spring Roll",1,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2395","24-Jan","Create Your Pasta Bowl MEAT",86,"Italian","Spring 2025","Control","Pasta","Main","Satellite","Lunch"
"2396","24-Jan","Pizza with Toppings",26,"Italian","Spring 2025","Control","Pizza","Main","Satellite","Lunch"
"2397","24-Jan","Create Your Pasta Bowl VEG",15,"Italian","Spring 2025","Control","Pasta","Main","Satellite","Lunch"
"2398","24-Jan","Pizza Cheese",14,"Italian","Spring 2025","Control","Pizza","Main","Satellite","Lunch"
"2399","24-Jan","Add Extra Meat",19,"Italian","Spring 2025","Control","Pasta","Modification","Satellite","Lunch"
"2400","24-Jan","Burrito Breakfast",70,"Breakfast","Spring 2025","Control","Breakfast","Main","Satellite","Breakfast"
"2401","24-Jan","Small French Omelet",50,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2402","24-Jan","Grand Slam Breakfast",10,"Breakfast","Spring 2025","Control","Breakfast","Main","Satellite","Breakfast"
"2403","24-Jan","Add Bacon",19,"Breakfast","Spring 2025","Control","Breakfast","Modification","Satellite","Breakfast"
"2404","24-Jan","Pancake Single",6,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2405","24-Jan","Trillium Home Fries",2,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2406","24-Jan","Two Eggs",3,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2407","24-Jan","Burrito Bowl BYO",56,"Mexican","Spring 2025","Control","Wrap","Main","Satellite","Lunch"
"2408","24-Jan","Side Guacamole",2,"Mexican","Spring 2025","Control","Wrap","Side","Satellite","Lunch"
"2409","24-Jan","Side Salsa",1,"Mexican","Spring 2025","Control","Wrap","Side","Satellite","Lunch"
"2410","24-Jan","Add Extra Toppings Una Mano",1,"Mexican","Spring 2025","Control","Wrap","Modification","Satellite","Lunch"
"2411","24-Jan","Soup 12 oz",38,"Soup","Spring 2025","Control","Soup","Main","Satellite","Lunch"
"2412","24-Jan","8 oz Soup",30,"Soup","Spring 2025","Control","Soup","Main","Satellite","Lunch"
"2413","24-Jan","Salad by the Pound",38,"Salad Bar","Spring 2025","Control","Salad Bar","Main","Satellite","Lunch"
"2414","24-Jan","Add Extra Protein 3.99",3,"Salad Bar","Spring 2025","Control","Salad Bar","Modification","Satellite","Lunch"
"2415","24-Jan","Egg Cheese Sausage Breakfast Sandwich",23,"Grab N Go","Spring 2025","Control","Grab N Go","Main","Satellite","Lunch"
"2416","24-Jan","Egg Cheese Bacon Breakfast Sandwich",17,"Grab N Go","Spring 2025","Control","Grab N Go","Main","Satellite","Lunch"
"2417","27-Jan","Quesadilla Deluxe Trillium",176,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2418","27-Jan","Grilled Hamburger",92,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2419","27-Jan","Fried Chicken Tenders",90,"Grab N Go","Spring 2025","Control","Grab N Go","Side","Satellite","Lunch"
"2420","27-Jan","Burrito Una Mano Trillium BYO",71,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2421","27-Jan","French Fries",113,"Grill","Spring 2025","Control","Grill","Side","Treatment","Lunch"
"2422","27-Jan","Grilled Chicken Breast Sandwich",22,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2423","27-Jan","Trillium Grill Impossible Burger",12,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2424","27-Jan","Sweet Potato Fries",40,"Grill","Spring 2025","Control","Grill","Side","Treatment","Lunch"
"2425","27-Jan","Seared Salmon Burger",10,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2426","27-Jan","+ Beef Patty",16,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2427","27-Jan","Quesadilla Cheese",7,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2428","27-Jan","Side Potato Tots",12,"Grab N Go","Spring 2025","Control","Grab N Go","Side","Satellite","Lunch"
"2429","27-Jan","Black Bean Burger",4,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2430","27-Jan","ADD Chicken Breast",7,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2431","27-Jan","Add Sausage 2 Patty",3,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2432","27-Jan","ADD Cheese",6,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2433","27-Jan","Add Egg .99",2,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2434","27-Jan","1 Entree + 1 Side",197,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2435","27-Jan","Bowl Ramen Chicken",79,"Asian","Spring 2025","Control","Ramen","Main","Treatment","Lunch"
"2436","27-Jan","1 Entree + 2 Side",67,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2437","27-Jan","2 Entrees + 2 Sides",34,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2438","27-Jan","Bowl Ramen Tofu",11,"Asian","Spring 2025","Control","Ramen","Main","Treatment","Lunch"
"2439","27-Jan","Side Vegetarian Lo Mein",11,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2440","27-Jan","1 Wok Entree",4,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2441","27-Jan","Side Vegetables",3,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2442","27-Jan","Side Vegetarian Fried Rice with",3,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2443","27-Jan","Side White or Brown Rice",5,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2444","27-Jan","Bowl Ramen Chicken",1,"Asian","Spring 2025","Control","Ramen","Main","Treatment","Lunch"
"2445","27-Jan","Create Your Pasta Bowl MEAT",162,"Italian","Spring 2025","Control","Pasta","Main","Satellite","Lunch"
"2446","27-Jan","Create Your Pasta Bowl VEG",21,"Italian","Spring 2025","Control","Pasta","Main","Satellite","Lunch"
"2447","27-Jan","Pizza with Toppings",26,"Italian","Spring 2025","Control","Pizza","Main","Satellite","Lunch"
"2448","27-Jan","Add Extra Meat",34,"Italian","Spring 2025","Control","Pasta","Modification","Satellite","Lunch"
"2449","27-Jan","Pizza Cheese",16,"Italian","Spring 2025","Control","Pizza","Main","Satellite","Lunch"
"2450","27-Jan","Side Bread Pasta Station",1,"Italian","Spring 2025","Control","Pasta","Side","Satellite","Lunch"
"2451","27-Jan","Burrito Breakfast",93,"Breakfast","Spring 2025","Control","Breakfast","Main","Satellite","Breakfast"
"2452","27-Jan","Small French Omelet",52,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2453","27-Jan","Grand Slam Breakfast",8,"Breakfast","Spring 2025","Control","Breakfast","Main","Satellite","Breakfast"
"2454","27-Jan","Add Bacon",24,"Breakfast","Spring 2025","Control","Breakfast","Modification","Satellite","Breakfast"
"2455","27-Jan","Two Eggs",10,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2456","27-Jan","Trillium Home Fries",4,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2457","27-Jan","Pancake Single",3,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2458","27-Jan","Burrito Bowl BYO",133,"Mexican","Spring 2025","Control","Wrap","Main","Satellite","Lunch"
"2459","27-Jan","Single Taco",6,"Mexican","Spring 2025","Control","Wrap","Main","Satellite","Lunch"
"2460","27-Jan","Side Guacamole",1,"Mexican","Spring 2025","Control","Wrap","Side","Satellite","Lunch"
"2461","27-Jan","Salad by the Pound",72,"Salad Bar","Spring 2025","Control","Salad Bar","Main","Satellite","Lunch"
"2462","27-Jan","Add Extra Protein 3.99",1,"Salad Bar","Spring 2025","Control","Salad Bar","Modification","Satellite","Lunch"
"2463","27-Jan","8 oz Soup",59,"Soup","Spring 2025","Control","Soup","Main","Satellite","Lunch"
"2464","27-Jan","Soup 12 oz",33,"Soup","Spring 2025","Control","Soup","Main","Satellite","Lunch"
"2465","27-Jan","Egg Cheese Bacon Breakfast Sandwich",24,"Grab N Go","Spring 2025","Control","Grab N Go","Main","Satellite","Lunch"
"2466","27-Jan","Egg Cheese Sausage Breakfast Sandwich",22,"Grab N Go","Spring 2025","Control","Grab N Go","Main","Satellite","Lunch"
"2467","28-Jan","Quesadilla Deluxe Trillium",207,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2468","28-Jan","Grilled Hamburger",105,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2469","28-Jan","Fried Chicken Tenders",101,"Grab N Go","Spring 2025","Control","Grab N Go","Side","Satellite","Lunch"
"2470","28-Jan","Burrito Una Mano Trillium BYO",67,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2471","28-Jan","French Fries",153,"Grill","Spring 2025","Control","Grill","Side","Treatment","Lunch"
"2472","28-Jan","Grilled Chicken Breast Sandwich",19,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2473","28-Jan","Trillium Grill Impossible Burger",10,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2474","28-Jan","Sweet Potato Fries",34,"Grill","Spring 2025","Control","Grill","Side","Treatment","Lunch"
"2475","28-Jan","+ Beef Patty",27,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2476","28-Jan","Quesadilla Cheese",9,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2477","28-Jan","ADD Chicken Breast",17,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2478","28-Jan","Seared Salmon Burger",7,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2479","28-Jan","Side Potato Tots",18,"Grab N Go","Spring 2025","Control","Grab N Go","Side","Satellite","Lunch"
"2480","28-Jan","Black Bean Burger",5,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2481","28-Jan","ADD Cheese",13,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2482","28-Jan","Add Sausage 2 Patty",2,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2483","28-Jan","Add Egg .99",4,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2484","28-Jan","1 Entree + 1 Side",225,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2485","28-Jan","Bowl Ramen Chicken",88,"Asian","Spring 2025","Control","Ramen","Main","Treatment","Lunch"
"2486","28-Jan","1 Entree + 2 Side",72,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2487","28-Jan","2 Entrees + 2 Sides",30,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2488","28-Jan","Bowl Ramen Tofu",21,"Asian","Spring 2025","Control","Ramen","Main","Treatment","Lunch"
"2489","28-Jan","Side Vegetarian Lo Mein",11,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2490","28-Jan","Side White or Brown Rice",14,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2491","28-Jan","1 Wok Entree",3,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2492","28-Jan","Side Vegetable Spring Rolls",2,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2493","28-Jan","Side Fried Spring Roll",1,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2494","28-Jan","Side Vegetarian Fried Rice with",1,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2495","28-Jan","Create Your Pasta Bowl MEAT",102,"Italian","Spring 2025","Control","Pasta","Main","Satellite","Lunch"
"2496","28-Jan","Create Your Pasta Bowl VEG",35,"Italian","Spring 2025","Control","Pasta","Main","Satellite","Lunch"
"2497","28-Jan","Pizza with Toppings",31,"Italian","Spring 2025","Control","Pizza","Main","Satellite","Lunch"
"2498","28-Jan","Pizza Cheese",25,"Italian","Spring 2025","Control","Pizza","Main","Satellite","Lunch"
"2499","28-Jan","Add Extra Meat",18,"Italian","Spring 2025","Control","Pasta","Modification","Satellite","Lunch"
"2500","28-Jan","Side Bread Pasta Station",3,"Italian","Spring 2025","Control","Pasta","Side","Satellite","Lunch"
"2501","28-Jan","Burrito Breakfast",87,"Breakfast","Spring 2025","Control","Breakfast","Main","Satellite","Breakfast"
"2502","28-Jan","Small French Omelet",59,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2503","28-Jan","Grand Slam Breakfast",11,"Breakfast","Spring 2025","Control","Breakfast","Main","Satellite","Breakfast"
"2504","28-Jan","Add Bacon",44,"Breakfast","Spring 2025","Control","Breakfast","Modification","Satellite","Breakfast"
"2505","28-Jan","Two Eggs",14,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2506","28-Jan","Pancake Single",6,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2507","28-Jan","2 Slices Toast",4,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2508","28-Jan","Trillium Home Fries",1,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2509","28-Jan","Burrito Bowl BYO",116,"Mexican","Spring 2025","Control","Wrap","Main","Satellite","Lunch"
"2510","28-Jan","Single Taco",4,"Mexican","Spring 2025","Control","Wrap","Main","Satellite","Lunch"
"2511","28-Jan","Side Guacamole",2,"Mexican","Spring 2025","Control","Wrap","Side","Satellite","Lunch"
"2512","28-Jan","Add Extra Toppings Una Mano",2,"Mexican","Spring 2025","Control","Wrap","Modification","Satellite","Lunch"
"2513","28-Jan","8 oz Soup",59,"Soup","Spring 2025","Control","Soup","Main","Satellite","Lunch"
"2514","28-Jan","Soup 12 oz",47,"Soup","Spring 2025","Control","Soup","Main","Satellite","Lunch"
"2515","28-Jan","Salad by the Pound",50,"Salad Bar","Spring 2025","Control","Salad Bar","Main","Satellite","Lunch"
"2516","28-Jan","Add Extra Protein 3.99",2,"Salad Bar","Spring 2025","Control","Salad Bar","Modification","Satellite","Lunch"
"2517","28-Jan","Egg Cheese Bacon Breakfast Sandwich",24,"Grab N Go","Spring 2025","Control","Grab N Go","Main","Satellite","Lunch"
"2518","28-Jan","Egg Cheese Sausage Breakfast Sandwich",20,"Grab N Go","Spring 2025","Control","Grab N Go","Main","Satellite","Lunch"
"2519","29-Jan","Quesadilla Deluxe Trillium",190,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2520","29-Jan","Grilled Hamburger",88,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2521","29-Jan","Fried Chicken Tenders",103,"Grab N Go","Spring 2025","Control","Grab N Go","Side","Satellite","Lunch"
"2522","29-Jan","Burrito Una Mano Trillium BYO",72,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2523","29-Jan","French Fries",126,"Grill","Spring 2025","Control","Grill","Side","Treatment","Lunch"
"2524","29-Jan","Quesadilla Cheese",14,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2525","29-Jan","Grilled Chicken Breast Sandwich",12,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2526","29-Jan","Seared Salmon Burger",11,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2527","29-Jan","Sweet Potato Fries",31,"Grill","Spring 2025","Control","Grill","Side","Treatment","Lunch"
"2528","29-Jan","Trillium Grill Impossible Burger",5,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2529","29-Jan","Side Potato Tots",14,"Grab N Go","Spring 2025","Control","Grab N Go","Side","Satellite","Lunch"
"2530","29-Jan","ADD Chicken Breast",10,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2531","29-Jan","Black Bean Burger",4,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2532","29-Jan","+ Beef Patty",8,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2533","29-Jan","Add Impossible Burger Patty",1,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2534","29-Jan","Add Sausage 2 Patty",3,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2535","29-Jan","ADD Burger Salmon Grilled",1,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2536","29-Jan","Add Egg .99",4,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2537","29-Jan","ADD Cheese",5,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2538","29-Jan","1 Entree + 1 Side",206,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2539","29-Jan","1 Entree + 2 Side",94,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2540","29-Jan","Bowl Ramen Chicken",85,"Asian","Spring 2025","Control","Ramen","Main","Treatment","Lunch"
"2541","29-Jan","2 Entrees + 2 Sides",31,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2542","29-Jan","Bowl Ramen Tofu",21,"Asian","Spring 2025","Control","Ramen","Main","Treatment","Lunch"
"2543","29-Jan","Side Vegetarian Lo Mein",9,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2544","29-Jan","1 Wok Entree",4,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2545","29-Jan","Side White or Brown Rice",7,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2546","29-Jan","Side Vegetable Spring Rolls",3,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2547","29-Jan","Create Your Pasta Bowl MEAT",150,"Italian","Spring 2025","Control","Pasta","Main","Satellite","Lunch"
"2548","29-Jan","Pizza with Toppings",38,"Italian","Spring 2025","Control","Pizza","Main","Satellite","Lunch"
"2549","29-Jan","Create Your Pasta Bowl VEG",22,"Italian","Spring 2025","Control","Pasta","Main","Satellite","Lunch"
"2550","29-Jan","Pizza Cheese",23,"Italian","Spring 2025","Control","Pizza","Main","Satellite","Lunch"
"2551","29-Jan","Add Extra Meat",32,"Italian","Spring 2025","Control","Pasta","Modification","Satellite","Lunch"
"2552","29-Jan","Burrito Breakfast",86,"Breakfast","Spring 2025","Control","Breakfast","Main","Satellite","Breakfast"
"2553","29-Jan","Small French Omelet",74,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2554","29-Jan","Grand Slam Breakfast",16,"Breakfast","Spring 2025","Control","Breakfast","Main","Satellite","Breakfast"
"2555","29-Jan","Add Bacon",18,"Breakfast","Spring 2025","Control","Breakfast","Modification","Satellite","Breakfast"
"2556","29-Jan","Two Eggs",12,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2557","29-Jan","Pancake Single",5,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2558","29-Jan","Trillium Home Fries",3,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2559","29-Jan","2 Slices Toast",1,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2560","29-Jan","PC Peanut Butter",1,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2561","29-Jan","Burrito Bowl BYO",120,"Mexican","Spring 2025","Control","Wrap","Main","Satellite","Lunch"
"2562","29-Jan","Single Taco",18,"Mexican","Spring 2025","Control","Wrap","Main","Satellite","Lunch"
"2563","29-Jan","Add Extra Toppings Una Mano",1,"Mexican","Spring 2025","Control","Wrap","Modification","Satellite","Lunch"
"2564","29-Jan","8 oz Soup",80,"Soup","Spring 2025","Control","Soup","Main","Satellite","Lunch"
"2565","29-Jan","Soup 12 oz",34,"Soup","Spring 2025","Control","Soup","Main","Satellite","Lunch"
"2566","29-Jan","Salad by the Pound",52,"Salad Bar","Spring 2025","Control","Salad Bar","Main","Satellite","Lunch"
"2567","29-Jan","Egg Cheese Bacon Breakfast Sandwich",24,"Grab N Go","Spring 2025","Control","Grab N Go","Main","Satellite","Lunch"
"2568","29-Jan","Egg Cheese Sausage Breakfast Sandwich",22,"Grab N Go","Spring 2025","Control","Grab N Go","Main","Satellite","Lunch"
"2569","30-Jan","Quesadilla Deluxe Trillium",187,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2570","30-Jan","Grilled Hamburger",109,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2571","30-Jan","Burrito Una Mano Trillium BYO",83,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2572","30-Jan","Fried Chicken Tenders",99,"Grab N Go","Spring 2025","Control","Grab N Go","Side","Satellite","Lunch"
"2573","30-Jan","French Fries",144,"Grill","Spring 2025","Control","Grill","Side","Treatment","Lunch"
"2574","30-Jan","Sweet Potato Fries",47,"Grill","Spring 2025","Control","Grill","Side","Treatment","Lunch"
"2575","30-Jan","Quesadilla Cheese",16,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2576","30-Jan","Grilled Chicken Breast Sandwich",14,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2577","30-Jan","Trillium Grill Impossible Burger",8,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2578","30-Jan","Seared Salmon Burger",8,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2579","30-Jan","+ Beef Patty",17,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2580","30-Jan","Side Potato Tots",12,"Grab N Go","Spring 2025","Control","Grab N Go","Side","Satellite","Lunch"
"2581","30-Jan","Black Bean Burger",3,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2582","30-Jan","ADD Burger Salmon Grilled",2,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2583","30-Jan","ADD Chicken Breast",2,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2584","30-Jan","Add Egg .99",6,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2585","30-Jan","ADD Cheese",9,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2586","30-Jan","Add Sausage 2 Patty",1,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2587","30-Jan","1 Entree + 1 Side",209,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2588","30-Jan","1 Entree + 2 Side",93,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2589","30-Jan","Bowl Ramen Chicken",83,"Asian","Spring 2025","Control","Ramen","Main","Treatment","Lunch"
"2590","30-Jan","2 Entrees + 2 Sides",24,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2591","30-Jan","Bowl Ramen Tofu",26,"Asian","Spring 2025","Control","Ramen","Main","Treatment","Lunch"
"2592","30-Jan","Side Vegetarian Lo Mein",4,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2593","30-Jan","Side White or Brown Rice",7,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2594","30-Jan","1 Wok Entree",2,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2595","30-Jan","Side Fried Spring Roll",1,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2596","30-Jan","Side Vegetables",1,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2597","30-Jan","Side Vegetarian Fried Rice with",1,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2598","30-Jan","Create Your Pasta Bowl MEAT",118,"Italian","Spring 2025","Control","Pasta","Main","Satellite","Lunch"
"2599","30-Jan","Create Your Pasta Bowl VEG",33,"Italian","Spring 2025","Control","Pasta","Main","Satellite","Lunch"
"2600","30-Jan","Pizza with Toppings",45,"Italian","Spring 2025","Control","Pizza","Main","Satellite","Lunch"
"2601","30-Jan","Pizza Cheese",27,"Italian","Spring 2025","Control","Pizza","Main","Satellite","Lunch"
